sample,number_id,temp,phase,time,time_h,t_eff_h,replicate,pos_file,pos_inj,neg_file,neg_inj,sample_type
LTR_T1d_R2,250069428,25,recovery_from_10_T1d,1d,24.0,192.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C8_FZTM250069428-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C8_FZTM250069428-1A.mzXML,1A,biological
LTR_T1d_R3,250069429,25,recovery_from_10_T1d,1d,24.0,192.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C8_FZTM250069429-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C8_FZTM250069429-1A.mzXML,1A,biological
LTR_T1d_R4,250069430,25,recovery_from_10_T1d,1d,24.0,192.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C8_FZTM250069430-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C8_FZTM250069430-1A.mzXML,1A,biological
LTR_T1d_R5,250069431,25,recovery_from_10_T1d,1d,24.0,192.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C8_FZTM250069431-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C8_FZTM250069431-1A.mzXML,1A,biological
LTR_T3d_R1,250069432,25,recovery_from_10_T3d,3d,72.0,240.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C9_FZTM250069432-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C9_FZTM250069432-1A.mzXML,1A,biological
LTR_T3d_R2,250069433,25,recovery_from_10_T3d,3d,72.0,240.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C9_FZTM250069433-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C9_FZTM250069433-1A.mzXML,1A,biological
LTR_T3d_R3,250069434,25,recovery_from_10_T3d,3d,72.0,240.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C9_FZTM250069434-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C9_FZTM250069434-1A.mzXML,1A,biological
LTR_T3d_R4,250069435,25,recovery_from_10_T3d,3d,72.0,240.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C9_FZTM250069435-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C9_FZTM250069435-1A.mzXML,1A,biological
LTR_T3d_R5,250069436,25,recovery_from_10_T3d,3d,72.0,240.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C9_FZTM250069436-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C9_FZTM250069436-1A.mzXML,1A,biological
LTR_T7d_R1,250069437,25,recovery_from_10_T7d,7d,168.0,336.0,R1,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C10_FZTM250069437-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C10_FZTM250069437-1A.mzXML,1A,biological
LTR_T7d_R2,250069438,25,recovery_from_10_T7d,7d,168.0,336.0,R2,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C10_FZTM250069438-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C10_FZTM250069438-1A.mzXML,1A,biological
LTR_T7d_R3,250069439,25,recovery_from_10_T7d,7d,168.0,336.0,R3,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C10_FZTM250069439-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C10_FZTM250069439-1A.mzXML,1A,biological
LTR_T7d_R4,250069440,25,recovery_from_10_T7d,7d,168.0,336.0,R4,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C10_FZTM250069440-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C10_FZTM250069440-1A.mzXML,1A,biological
LTR_T7d_R5,250069441,25,recovery_from_10_T7d,7d,168.0,336.0,R5,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/POS/HF3_C10_FZTM250069441-1A.mzXML,1A,/public/agis/wanfanghao_group/zoujianghua/metabolomics/Raw_files-X101SC25046633-Z02-J001-B1-42/NEG/HF3_C10_FZTM250069441-1A.mzXML,1A,biological
